element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,opponent_strength,oppoenet_attack,opponent_defense,form,preround_total_points,transfers_reduced,average_points,preround_influence,preround_creativity,preround_threat,preround_ict
553,38,19,2,True,2023-09-01T19:00:00Z,1,2,4,70,0,0,0,1,0,0,0,0,0,0,0,12,13.6,22.9,0.0,3.7,1,0.00,0.06,0.06,0.86,45,-355,13673,1025,1380,1140,1150,1130,0.0,0,-0.025963577854165143,0.0,8.95,7.9,7.9,1.725
575,4,5,0,False,2023-08-12T14:00:00Z,4,1,1,90,0,0,0,4,0,0,0,0,0,0,0,10,13.6,0.1,0.0,1.4,1,0.00,0.01,0.01,4.10,45,0,16518,0,0,1165,1120,1200,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
575,26,7,0,False,2023-08-25T19:00:00Z,3,0,3,90,0,0,0,3,0,0,0,1,0,0,0,10,25.0,0.4,2.0,2.7,1,0.00,0.01,0.01,2.09,45,-1176,14963,403,1579,1115,1130,1210,1.0,1,-0.07859386486667112,0.5,3.7,0.1,0.1,0.4
582,4,5,2,False,2023-08-12T14:00:00Z,4,1,1,87,0,0,0,3,0,0,0,0,0,0,0,-2,0.0,0.3,12.0,1.0,1,0.26,0.00,0.26,2.88,50,0,4946,0,0,1165,1120,1200,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
582,26,7,1,False,2023-08-25T19:00:00Z,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.3,2.0,0.4,0,0.01,0.00,0.01,0.08,50,-338,4952,352,690,1115,1130,1210,1.0,1,-0.06825525040387723,0.5,1.1,0.15,0.15,0.5
582,38,19,1,True,2023-09-01T19:00:00Z,1,2,4,19,0,0,0,1,0,0,0,0,0,0,0,2,1.0,1.4,6.0,0.8,0,0.00,0.56,0.56,0.20,49,-635,4494,163,798,1140,1150,1130,0.0,0,-0.14129951045838895,0.0,0.0,0.0,0.0,0.0
586,4,5,2,False,2023-08-12T14:00:00Z,4,1,1,87,0,0,0,3,0,0,0,0,0,0,0,4,5.2,1.8,2.0,0.9,1,0.00,0.01,0.01,2.88,50,0,10570,0,0,1165,1120,1200,14.0,14,0.0,7.0,23.3,0.6,0.6,4.25
586,26,7,2,False,2023-08-25T19:00:00Z,3,0,3,76,0,0,0,3,0,0,0,0,0,0,0,5,6.6,3.3,6.0,1.6,1,0.02,0.04,0.06,2.02,50,-1002,9924,442,1444,1115,1130,1210,7.5,15,-0.10096735187424426,5.0,20.666666666666668,1.0,1.0,4.1000000000000005
586,38,19,2,True,2023-09-01T19:00:00Z,1,2,4,83,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,3.2,9.0,0.9,1,0.20,0.02,0.22,0.86,50,-162,10409,1208,1370,1140,1150,1130,0.0,0,-0.01556345470266116,0.0,0.0,0.0,0.0,0.0
602,4,5,1,False,2023-08-12T14:00:00Z,4,1,1,63,0,0,0,1,0,0,0,1,0,0,0,9,1.6,15.4,5.0,2.2,1,0.02,0.26,0.28,1.55,40,0,544103,0,0,1165,1120,1200,3.0,3,0.0,1.5,3.8,6.0,6.0,3.2
602,26,7,1,False,2023-08-25T19:00:00Z,3,0,3,69,0,0,0,2,0,0,0,0,0,0,0,7,3.0,1.2,7.0,1.1,1,0.03,0.00,0.03,1.52,40,-11313,555513,24068,35381,1115,1130,1210,2.5,5,-0.020364959955932623,1.6666666666666667,4.466666666666666,11.433333333333332,11.433333333333332,4.066666666666666
602,38,19,1,True,2023-09-01T19:00:00Z,1,2,4,19,0,0,0,1,0,0,0,0,0,0,0,5,2.4,4.3,2.0,0.9,0,0.00,0.03,0.03,0.20,40,-28769,529397,19364,48133,1140,1150,1130,4.0,12,-0.05434296000921803,3.0,9.25,13.399999999999999,13.399999999999999,4.85
614,4,5,3,False,2023-08-12T14:00:00Z,4,1,1,90,0,0,0,4,0,0,0,0,0,8,1,26,60.0,0.0,0.0,6.0,1,0.00,0.00,0.00,4.10,45,0,10715,0,0,1165,1120,1200,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
614,26,7,2,False,2023-08-25T19:00:00Z,3,0,3,90,0,0,0,3,0,0,0,0,0,5,0,18,42.4,0.0,0.0,4.2,1,0.00,0.00,0.00,2.09,45,576,15210,1649,1073,1115,1130,1210,1.0,1,0.0378698224852071,0.5,1.9,5.65,5.65,1.15
614,38,19,1,True,2023-09-01T19:00:00Z,1,2,4,90,0,0,0,2,0,0,0,0,0,1,0,10,10.8,0.0,0.0,1.1,1,0.00,0.00,0.00,1.06,45,684,17013,2018,1334,1140,1150,1130,1.0,2,0.040204549462175984,0.6666666666666666,3.0666666666666664,4.4,4.4,1.0
630,26,7,2,False,2023-08-25T19:00:00Z,3,0,3,76,0,0,0,3,0,0,0,0,0,0,0,5,0.0,5.0,10.0,1.2,1,0.08,0.02,0.10,2.02,50,-2316,14286,692,3008,1115,1130,1210,0.0,0,-0.1621167576648467,0.0,0.0,0.0,0.0,0.0
630,38,19,2,True,2023-09-01T19:00:00Z,1,2,4,70,0,0,0,1,0,0,0,0,0,0,0,12,10.2,59.8,7.0,7.7,1,0.16,0.29,0.45,0.86,50,-1279,13503,856,2135,1140,1150,1130,5.0,5,-0.094719691920314,2.5,15.5,1.85,1.85,2.15
631,4,5,4,False,2023-08-12T14:00:00Z,4,1,1,26,0,1,0,3,0,0,0,0,0,0,0,10,5.2,0.3,23.0,2.9,0,0.12,0.00,0.12,2.55,50,0,4167,0,0,1165,1120,1200,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
631,26,7,0,False,2023-08-25T19:00:00Z,3,0,3,20,0,0,0,1,0,0,0,1,0,0,0,-2,0.0,0.3,9.0,0.5,0,0.07,0.00,0.07,0.57,50,-124,14892,2500,2624,1115,1130,1210,12.0,12,-0.0083266183185603,6.0,22.8,18.7,18.7,4.45
631,38,19,1,True,2023-09-01T19:00:00Z,1,2,4,19,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,2.0,0.1,0,0.00,0.00,0.00,0.20,50,-1785,13516,625,2410,1140,1150,1130,6.5,13,-0.13206569991121633,4.333333333333333,17.133333333333333,16.53333333333333,16.53333333333333,3.6333333333333333
341,1,6,6,False,2023-08-11T19:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,0,23,22.0,1.3,0.0,2.3,1,0.00,0.01,0.01,0.30,50,0,376450,0,0,1060,1060,1080,4.333333333333333,13,0.0,3.25,17.55,13.849999999999998,13.849999999999998,3.4000000000000004
341,16,15,7,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,1,28,16.4,16.0,1.0,3.3,1,0.03,0.02,0.05,0.29,50,90710,559028,119275,28565,1280,1310,1250,0.0,0,0.16226378642930228,0.0,0.0,0.0,0.0,0.0
341,39,10,2,True,2023-09-02T14:00:00Z,5,1,4,90,0,0,0,1,0,0,0,0,0,0,0,18,15.4,6.5,4.0,2.6,1,0.00,0.19,0.19,1.45,51,-232181,858486,52658,284839,1100,1090,1140,2.0,2,-0.27045403186540024,1.0,6.8,11.75,11.75,2.5
342,1,6,7,False,2023-08-11T19:00:00Z,0,3,1,78,0,0,1,0,0,0,0,0,0,0,1,32,14.2,1.9,10.0,2.6,1,0.31,0.01,0.32,0.23,50,0,293028,0,0,1060,1060,1080,2.0,4,0.0,1.3333333333333333,5.866666666666667,15.6,15.6,3.0
342,30,17,2,False,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,15,16.8,1.7,9.0,2.8,1,0.11,0.01,0.12,0.73,51,-51660,623749,61576,113236,1045,1050,1060,2.0,6,-0.08282177606697566,1.5,4.4,12.975,12.975,3.25
342,39,10,8,True,2023-09-02T14:00:00Z,5,1,4,90,1,0,0,1,0,0,0,0,0,0,0,27,45.2,2.9,19.0,6.7,1,0.03,0.01,0.04,1.45,51,1235,645859,49995,48760,1100,1090,1140,0.0,0,0.0019121820706996418,0.0,0.0,0.0,0.0,0.0
343,1,6,5,False,2023-08-11T19:00:00Z,0,3,1,90,0,1,1,0,0,0,0,0,0,0,0,25,30.6,84.8,28.0,14.3,1,0.39,0.37,0.76,0.30,65,0,396614,0,0,1060,1060,1080,1.0,1,0.0,0.5,0.5,0.05,0.05,0.05
343,16,15,7,True,2023-08-19T19:00:00Z,1,0,2,90,1,0,1,0,0,0,0,1,0,0,2,33,38.4,27.5,21.0,8.7,1,0.11,0.02,0.13,0.29,65,22454,488030,74423,51969,1280,1310,1250,1.0,2,0.04600946663114972,0.6666666666666666,4.866666666666666,5.0,5.0,1.1333333333333333
343,30,17,2,False,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,7,13.4,54.9,64.0,13.2,1,0.79,0.18,0.97,0.73,66,328987,876700,387880,58893,1045,1050,1060,1.0,3,0.37525607391353943,0.75,4.25,4.0,4.0,0.975
343,39,10,14,True,2023-09-02T14:00:00Z,5,1,4,89,1,2,0,1,0,0,0,0,0,0,2,51,33.4,3.0,24.0,6.0,1,0.65,0.02,0.67,1.45,66,62846,957184,158031,95185,1100,1090,1140,0.0,0,0.06565717772131587,0.0,0.0,0.0,0.0,0.0
344,1,6,3,False,2023-08-11T19:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,0,11,2.2,8.6,0.0,1.1,1,0.00,0.03,0.03,0.30,65,0,404104,0,0,1060,1060,1080,5.0,5,0.0,2.5,17.7,5.9,5.9,2.75
344,30,17,2,False,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,17,20.0,59.3,10.0,8.9,1,0.00,0.76,0.76,0.73,64,-135844,205740,1697,137541,1045,1050,1060,3.5,7,-0.6602702439972781,2.3333333333333335,15.333333333333334,4.133333333333334,4.133333333333334,2.1999999999999997
344,39,10,0,True,2023-09-02T14:00:00Z,5,1,4,14,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,2.0,0.0,0.2,0,0.00,0.01,0.01,0.00,64,-17571,196369,9613,27184,1100,1090,1140,0.0,0,-0.08947950032846325,0.0,0.0,0.0,0.0,0.0
345,39,10,1,True,2023-09-02T14:00:00Z,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.8,2.0,0.5,0,0.00,0.01,0.01,0.00,44,-209,2610,124,333,1100,1090,1140,1.0,1,-0.08007662835249042,0.5,5.7,1.15,1.15,1.5
349,1,6,1,False,2023-08-11T19:00:00Z,0,3,1,22,0,0,0,0,0,0,0,0,0,0,0,4,2.4,18.8,1.0,2.2,1,0.02,0.16,0.18,0.10,105,0,1377801,0,0,1060,1060,1080,1.0,2,0.0,0.6666666666666666,3.8000000000000003,2.1999999999999997,2.1999999999999997,1.1666666666666667
350,16,15,7,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,1,28,10.6,1.9,0.0,1.3,1,0.00,0.01,0.01,0.29,55,-86857,545672,34260,121117,1280,1310,1250,1.3333333333333333,4,-0.15917437581550822,1.0,6.7,7.85,7.85,1.9
350,30,17,2,False,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,14,20.4,10.3,6.0,3.7,1,0.03,0.10,0.13,0.73,55,90888,688212,126534,35646,1045,1050,1060,0.0,0,0.13206395703649457,0.0,0.0,0.0,0.0,0.0
350,39,10,2,True,2023-09-02T14:00:00Z,5,1,4,90,0,0,0,1,0,0,0,0,0,0,0,12,22.0,1.9,0.0,2.4,1,0.00,0.01,0.01,1.45,55,71223,797895,107340,36117,1100,1090,1140,2.0,2,0.08926362491305247,1.0,10.7,0.65,0.65,1.6
352,1,6,6,False,2023-08-11T19:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,1,0,27,18.4,0.0,0.0,1.8,1,0.00,0.01,0.01,0.30,55,0,1174256,0,0,1060,1060,1080,2.0,4,0.0,1.3333333333333333,11.799999999999999,1.0333333333333334,1.0333333333333334,1.6000000000000003
352,16,15,6,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,1,0,25,12.8,10.0,0.0,2.3,1,0.00,0.01,0.01,0.29,55,32402,1469985,88878,56476,1280,1310,1250,1.6666666666666667,5,0.022042401793215576,1.25,14.649999999999999,3.8249999999999997,3.8249999999999997,2.125
352,30,17,2,False,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,7,4.4,0.0,0.0,0.4,1,0.00,0.00,0.00,0.73,55,184503,1771159,240617,56114,1045,1050,1060,0.0,0,0.10417077179406253,0.0,0.0,0.0,0.0,0.0
352,39,10,3,True,2023-09-02T14:00:00Z,5,1,4,90,0,0,0,1,0,0,0,0,0,3,0,17,31.4,0.0,0.0,3.1,1,0.00,0.00,0.00,1.45,56,154222,2001750,217201,62979,1100,1090,1140,4.0,4,0.07704358686149619,2.0,10.9,14.75,14.75,2.8
353,1,6,3,False,2023-08-11T19:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,0,6,9.0,32.8,32.0,7.4,1,0.27,0.11,0.38,0.30,75,0,706434,0,0,1060,1060,1080,2.0,4,0.0,1.3333333333333333,7.266666666666667,10.299999999999999,10.299999999999999,2.2666666666666666
353,16,15,9,True,2023-08-19T19:00:00Z,1,0,2,90,0,1,1,0,0,0,0,0,0,0,3,35,37.4,91.6,28.0,15.7,1,0.33,0.53,0.86,0.29,75,-10035,779132,77947,87982,1280,1310,1250,4.666666666666667,14,-0.012879717429139093,3.5,17.15,15.399999999999999,15.399999999999999,4.6
353,30,17,4,False,2023-08-27T13:00:00Z,1,2,3,4,0,1,0,0,0,0,0,0,0,0,0,16,22.6,21.9,10.0,5.5,0,0.02,0.18,0.20,0.41,76,477115,1332873,531400,54285,1045,1050,1060,0.0,0,0.3579598356332524,0.0,0.0,0.0,0.0,0.0
353,39,10,5,True,2023-09-02T14:00:00Z,5,1,4,89,0,1,0,1,0,0,0,0,0,0,0,21,23.0,20.8,12.0,5.6,1,0.00,0.02,0.02,1.45,76,-2433,1344976,134325,136758,1100,1090,1140,13.0,13,-0.0018089542118223671,6.5,34.2,1.35,1.35,6.6
354,16,15,3,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,7,12.6,9.5,19.0,4.1,1,0.09,0.04,0.13,0.29,74,-97274,425129,13903,111177,1280,1310,1250,7.5,15,-0.22881054926857494,5.0,23.0,1.5,1.5,4.533333333333333
354,30,17,7,False,2023-08-27T13:00:00Z,1,2,3,90,0,1,0,1,0,0,0,0,0,0,2,33,31.8,73.9,33.0,13.9,1,0.29,0.47,0.76,0.73,74,-51505,388414,16674,68179,1045,1050,1060,5.666666666666667,17,-0.1326033562127009,4.25,18.05,3.825,3.825,4.225
355,1,6,13,False,2023-08-11T19:00:00Z,0,3,1,79,2,0,1,0,0,0,0,0,0,0,3,56,67.6,23.7,48.0,13.9,1,0.60,0.05,0.65,0.23,140,0,7200159,0,0,1060,1060,1080,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
355,16,15,2,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,1,3.2,11.8,48.0,6.3,1,0.43,0.02,0.45,0.29,140,132944,8231668,161773,28829,1280,1310,1250,2.0,2,0.016150311212745704,1.0,4.9,3.7,3.7,1.25
355,30,17,4,False,2023-08-27T13:00:00Z,1,2,3,90,1,0,0,1,0,0,1,0,0,0,0,14,34.2,12.9,97.0,14.4,1,1.93,0.01,1.94,0.73,140,64397,8571562,91189,26792,1045,1050,1060,1.0,2,0.007512866383046637,0.6666666666666666,5.866666666666667,9.966666666666667,9.966666666666667,2.1333333333333333
355,39,10,20,True,2023-09-02T14:00:00Z,5,1,4,90,3,1,0,1,0,0,0,0,0,0,3,90,119.4,23.4,55.0,19.8,1,1.58,0.10,1.68,1.45,140,27163,8787213,53175,26012,1100,1090,1140,1.3333333333333333,4,0.003091196264390086,1.0,8.65,16.15,16.15,3.425
356,1,6,3,False,2023-08-11T19:00:00Z,0,3,1,67,0,0,1,0,0,0,0,0,0,0,0,18,9.6,19.3,0.0,2.9,0,0.00,0.24,0.24,0.21,50,0,86893,0,0,1060,1060,1080,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
356,16,15,3,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,15,6.4,9.0,4.0,1.9,1,0.10,0.04,0.14,0.29,50,-1687,99862,11178,12865,1280,1310,1250,0.0,0,-0.01689331277162484,0.0,0.0,0.0,0.0,0.0
356,30,17,2,False,2023-08-27T13:00:00Z,1,2,3,85,0,0,0,1,0,0,0,0,0,0,0,19,14.6,29.9,14.0,5.9,1,0.05,0.21,0.26,0.32,50,-6917,97267,9635,16552,1045,1050,1060,1.0,1,-0.07111353285286891,0.5,0.0,0.0,0.0,0.0
356,39,10,2,True,2023-09-02T14:00:00Z,5,1,4,83,0,0,0,1,0,0,0,0,0,0,0,17,9.2,14.4,0.0,2.4,1,0.00,0.05,0.05,1.45,50,-9751,89775,5698,15449,1100,1090,1140,1.0,2,-0.1086159844054581,0.6666666666666666,2.4,0.13333333333333333,0.13333333333333333,0.26666666666666666
357,1,6,1,False,2023-08-11T19:00:00Z,0,3,1,11,0,0,0,0,0,0,0,0,0,0,0,4,11.4,0.1,17.0,2.9,0,0.12,0.00,0.12,0.07,50,0,33723,0,0,1060,1060,1080,1.0,3,0.0,0.75,4.35,3.6750000000000003,3.6750000000000003,1.4749999999999999
358,1,6,6,False,2023-08-11T19:00:00Z,0,3,1,78,0,0,1,0,0,0,0,0,0,0,0,25,2.2,5.8,0.0,0.8,1,0.00,0.01,0.01,0.23,45,0,33781,0,0,1060,1060,1080,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
358,39,10,1,True,2023-09-02T14:00:00Z,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,2.0,0.3,0,0.00,0.01,0.01,0.00,45,-10741,43673,825,11566,1100,1090,1140,0.0,0,-0.24594142834245414,0.0,0.0,0.0,0.0,0.0
364,39,10,1,True,2023-09-02T14:00:00Z,5,1,4,6,0,0,0,0,0,0,0,0,0,0,0,6,4.2,0.9,0.0,0.5,0,0.00,0.01,0.01,0.00,49,-349,3818,83,432,1100,1090,1140,3.0,3,-0.09140911471974857,1.5,16.9,0.0,0.0,1.7
365,1,6,13,False,2023-08-11T19:00:00Z,0,3,1,90,1,1,1,0,0,0,0,0,0,0,2,42,70.2,18.8,64.0,15.3,1,0.50,0.17,0.67,0.30,55,0,188887,0,0,1060,1060,1080,3.0,6,0.0,2.0,20.866666666666664,0.0,0.0,2.1
365,16,15,3,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,19,20.4,8.4,2.0,3.1,1,0.00,0.07,0.07,0.29,56,395603,831130,422644,27041,1280,1310,1250,2.3333333333333335,7,0.4759820966635785,1.75,20.099999999999998,0.0,0.0,2.125
365,30,17,10,False,2023-08-27T13:00:00Z,1,2,3,90,1,0,0,1,0,0,0,0,0,0,3,39,51.8,19.3,37.0,10.8,1,0.27,0.09,0.36,0.73,56,114816,984866,204457,89641,1045,1050,1060,0.0,0,0.11658032666372888,0.0,0.0,0.0,0.0,0.0
365,39,10,1,True,2023-09-02T14:00:00Z,5,1,4,75,0,0,0,1,0,0,0,1,0,0,0,7,8.0,8.8,0.0,1.7,1,0.00,0.08,0.08,1.45,57,195402,1237508,247089,51687,1100,1090,1140,2.0,2,0.1578995852956102,1.0,6.6,1.85,1.85,0.85
366,39,10,4,True,2023-09-02T14:00:00Z,5,1,4,14,0,1,0,0,0,0,0,0,0,0,0,15,19.4,14.3,2.0,3.6,0,0.00,0.08,0.08,0.00,39,-3849,73644,4671,8520,1100,1090,1140,2.0,4,-0.05226495030145022,1.3333333333333333,13.533333333333331,1.6333333333333335,1.6333333333333335,1.6666666666666667
369,1,6,6,False,2023-08-11T19:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,0,26,3.6,14.5,2.0,2.0,1,0.00,0.04,0.04,0.30,50,0,266642,0,0,1060,1060,1080,1.6666666666666667,5,0.0,1.25,12.249999999999998,1.4500000000000002,1.4500000000000002,1.525
369,16,15,6,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,25,7.2,16.3,4.0,2.8,1,0.00,0.05,0.05,0.29,50,87981,477500,107637,19656,1280,1310,1250,0.0,0,0.18425340314136127,0.0,0.0,0.0,0.0,0.0
369,30,17,2,False,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,20,17.2,46.3,11.0,7.5,1,0.04,0.43,0.47,0.73,51,282609,816739,315193,32584,1045,1050,1060,1.0,1,0.3460211891436554,0.5,0.4,0.35,0.35,0.1
369,39,10,2,True,2023-09-02T14:00:00Z,5,1,4,90,0,0,0,1,0,0,0,0,0,0,0,14,9.6,5.5,4.0,1.9,1,0.00,0.03,0.03,1.45,52,245379,1114826,285979,40600,1100,1090,1140,0.0,0,0.22010520027340588,0.0,0.0,0.0,0.0,0.0
566,10,14,2,False,2023-08-14T19:00:00Z,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,10,24.6,27.8,2.0,5.4,1,0.00,0.08,0.08,1.46,50,0,18442,0,0,1145,1150,1310,6.0,6,0.0,3.0,21.4,8.9,8.9,4.75
566,20,5,-1,True,2023-08-19T14:00:00Z,1,4,2,90,0,0,0,4,0,0,0,0,1,0,0,5,4.8,18.0,12.0,3.5,1,0.05,0.17,0.22,2.27,50,1713,23879,4019,2306,1210,1200,1240,3.5,7,0.07173667238996607,2.3333333333333335,15.066666666666665,6.5,6.5,3.3000000000000003
616,1,6,1,False,2023-08-11T19:00:00Z,0,3,1,11,0,0,0,0,0,0,0,0,0,0,0,7,5.4,1.5,2.0,0.9,0,0.00,0.00,0.00,0.07,50,0,249939,0,0,1060,1060,1080,3.3333333333333335,10,0.0,2.5,12.549999999999999,5.325,5.325,2.85
616,16,15,6,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,24,12.6,1.5,0.0,1.4,1,0.00,0.01,0.01,0.29,50,1846,307221,37224,35378,1280,1310,1250,0.0,0,0.006008703832094811,0.0,0.0,0.0,0.0,0.0
616,30,17,2,False,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,14,15.4,29.8,0.0,4.5,1,0.00,0.04,0.04,0.73,50,163007,505315,191775,28768,1045,1050,1060,2.0,2,0.32258492227620394,1.0,8.5,27.9,27.9,3.75
678,39,10,2,True,2023-09-02T14:00:00Z,5,1,4,75,0,0,0,1,0,0,0,0,0,0,0,9,12.0,6.8,0.0,1.9,1,0.00,0.01,0.01,1.45,65,3557,6112,4865,1308,1100,1090,1140,2.0,4,0.5819698952879581,1.3333333333333333,14.866666666666667,25.099999999999998,25.099999999999998,4.133333333333334
209,10,20,3,True,2023-08-14T19:00:00Z,1,0,1,67,0,0,1,0,0,0,0,0,0,0,0,7,0.0,2.0,2.0,0.4,1,0.00,0.02,0.02,1.19,70,0,298055,0,0,1100,1160,1080,1.3333333333333333,4,0.0,1.0,16.7,34.175,34.175,5.300000000000001
209,18,18,2,False,2023-08-19T16:30:00Z,2,0,2,84,0,0,0,2,0,0,0,0,0,0,0,9,11.0,28.0,0.0,3.9,1,0.00,0.03,0.03,1.74,70,-32556,296832,8177,40733,1130,1110,1200,0.0,0,-0.10967820181112549,0.0,0.0,0.0,0.0,0.0
372,10,20,3,True,2023-08-14T19:00:00Z,1,0,1,76,0,0,1,0,0,0,0,0,0,0,0,8,7.4,34.8,19.0,6.1,1,0.22,0.05,0.27,1.45,70,0,110792,0,0,1100,1160,1080,5.0,5,0.0,2.5,21.0,0.15,0.15,5.3
372,18,18,1,False,2023-08-19T16:30:00Z,2,0,2,65,0,0,0,1,0,0,0,1,0,0,0,1,8.0,12.4,13.0,3.3,1,0.23,0.05,0.28,1.25,70,-10910,116753,5592,16502,1130,1110,1200,3.0,6,-0.09344513631341379,2.0,15.0,3.866666666666667,3.866666666666667,4.0
372,28,16,2,True,2023-08-26T14:00:00Z,3,2,3,84,0,0,0,2,0,0,0,0,0,0,0,15,12.8,48.3,27.0,8.8,1,0.19,0.52,0.71,1.22,69,-16163,105491,5049,21212,1100,1110,1120,2.3333333333333335,7,-0.15321686210198027,1.75,11.25,2.9000000000000004,2.9000000000000004,3.075
372,31,1,2,False,2023-09-03T15:30:00Z,3,1,4,83,0,0,0,1,0,0,0,0,0,0,0,7,5.4,1.3,4.0,1.1,1,0.03,0.00,0.03,1.53,69,-13879,95018,2574,16453,1230,1250,1250,0.0,0,-0.14606706097791997,0.0,0.0,0.0,0.0,0.0
373,10,20,3,True,2023-08-14T19:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,0,0,13,29.8,42.6,6.0,7.8,1,0.03,0.73,0.76,2.27,85,0,2249613,0,0,1100,1160,1080,1.0,1,0.0,0.5,3.8,0.25,0.25,0.6
373,18,18,1,False,2023-08-19T16:30:00Z,2,0,2,90,0,0,0,2,0,0,0,1,0,0,0,13,13.0,54.4,26.0,9.3,1,0.76,0.42,1.18,1.80,85,-81782,2340614,80824,162606,1130,1110,1200,5.5,11,-0.034940404526333686,3.6666666666666665,19.8,11.266666666666666,11.266666666666666,3.5666666666666664
373,28,16,12,True,2023-08-26T14:00:00Z,3,2,3,90,1,1,0,2,0,0,0,1,0,0,3,35,65.6,48.8,49.0,16.3,1,1.21,0.54,1.75,1.24,85,-292843,2084571,59506,352349,1100,1110,1120,3.6666666666666665,11,-0.14048118293883968,2.75,18.9,12.1,12.1,3.4499999999999997
373,31,1,2,False,2023-09-03T15:30:00Z,3,1,4,90,0,0,0,3,0,0,0,0,0,0,0,14,20.6,42.8,4.0,6.7,1,0.00,0.07,0.07,2.27,85,-5989,2133322,139360,145349,1230,1250,1250,0.0,0,-0.002807358664092903,0.0,0.0,0.0,0.0,0.0
376,10,20,3,True,2023-08-14T19:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16,35.4,24.0,0.0,5.9,1,0.00,0.08,0.08,2.27,55,0,372331,0,0,1100,1160,1080,7.0,7,0.0,3.5,16.6,0.05,0.05,3.4
376,18,18,2,False,2023-08-19T16:30:00Z,2,0,2,90,0,0,0,2,0,0,0,0,0,0,0,7,17.2,5.3,38.0,6.1,1,0.40,0.02,0.42,1.80,55,-24728,419849,22609,47337,1130,1110,1200,7.0,14,-0.05889736548139927,4.666666666666667,23.933333333333337,7.300000000000001,7.300000000000001,4.966666666666666
376,28,16,7,True,2023-08-26T14:00:00Z,3,2,3,90,1,0,0,2,0,0,0,0,0,0,0,24,60.0,8.8,50.0,11.9,1,1.09,0.06,1.15,1.24,55,-51845,385502,12017,63862,1100,1110,1120,6.666666666666667,20,-0.13448698061229256,5.0,26.150000000000002,6.125000000000001,6.125000000000001,5.324999999999999
376,31,1,2,False,2023-09-03T15:30:00Z,3,1,4,90,0,0,0,3,0,0,0,0,0,0,0,13,14.0,2.3,2.0,1.8,1,0.00,0.02,0.02,2.27,54,-14957,387521,16404,31361,1230,1250,1250,0.0,0,-0.03859661798973475,0.0,0.0,0.0,0.0,0.0
